Source Name	Characteristics[Organism]	Term Source REF	Term Accession Number	Characteristics[Organism part]	Term Source REF	Term Accession Number	Characteristics[Variant]	Term Source REF	Term Accession Number	Characteristics[Sample type]	Term Source REF	Term Accession Number	Protocol REF	Sample Name	Factor Value[Experiment]	Term Source REF	Term Accession Number	Factor Value[LTP]	Term Source REF	Term Accession Number
150411_Popeye_MLH_AC_ORM2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORM2_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORM2		
150411_Popeye_MLH_AC_ORM2_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORM2_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORM2		
150411_Popeye_MLH_AC_ORM2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORM2_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORM2		
150411_Popeye_MLH_AC_ORM2_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORM2_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORM2		
150411_Popeye_MLH_AC_ORP2_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150411_Popeye_MLH_AC_ORP2_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150411_Popeye_MLH_AC_ORP2_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	ORP2		
150412_Popeye_MLH_AC_CLVS2_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CLVS2_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CLVS2_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CLVS2		
150412_Popeye_MLH_AC_CRABP2_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CRABP2_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CRABP2		
150412_Popeye_MLH_AC_CRABP2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CRABP2_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CRABP2		
150412_Popeye_MLH_AC_CRABP2_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CRABP2_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CRABP2		
150412_Popeye_MLH_AC_CRABP2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CRABP2_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CRABP2		
150412_Popeye_MLH_AC_CRABP2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CRABP2_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CRABP2		
150412_Popeye_MLH_AC_CRABP2_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_CRABP2_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	CRABP2		
150412_Popeye_MLH_AC_OBP2A_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_OBP2A_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_OBP2A_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	OBP2A		
150412_Popeye_MLH_AC_RLBP1_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150412_Popeye_MLH_AC_RLBP1_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150412_Popeye_MLH_AC_RLBP1_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RLBP1		
150413_Popeye_MLH_AC_RBP2_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_pos_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_pos_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_pos_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_pos_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_pos_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_pos_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP2_pos_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP2_pos_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP2		
150413_Popeye_MLH_AC_RBP5_neg_A09	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP5_neg_A09	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP5		
150413_Popeye_MLH_AC_RBP5_neg_A10	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP5_neg_A10	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP5		
150413_Popeye_MLH_AC_RBP5_neg_A11	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP5_neg_A11	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP5		
150413_Popeye_MLH_AC_RBP5_neg_A12	Homo sapiens	NCBITaxon	http://purl.obolibrary.org/obo/NCBITaxon_9606	HEK-293 cell	BTO	http://purl.obolibrary.org/obo/BTO_0000007	Cell Pellet	NCIT	http://purl.obolibrary.org/obo/NCIT_C113745	experimental sample	CHMO	http://purl.obolibrary.org/obo/CHMO_0002746	Sample collection	150413_Popeye_MLH_AC_RBP5_neg_A12	cell culture	BTO	http://purl.obolibrary.org/obo/BTO_0000214	RBP5		
