LTP,Lipid,Lipid Chains,Lipid SMILES,Lipid Volumes (Å3)
SEC14L6,PC(32:1),Phosphatidylcholine (32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCC)=O,645.86
SEC14L6,PC(32:2),Phosphatidylcholine (32:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,643.18349999999998
SEC14L6,PC(33:1),Phosphatidylcholine (33:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCCCCCCCCC)=O,658
SEC14L6,PC(34:1),Phosphatidylcholine (34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O,669.2
SEC14L6,PC(36:1),Phosphatidylcholine (36:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,698.15824999999995
SEC14L6,PC(36:3),Phosphatidylcholine (36:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,695.21299999999997
SEC14L6,PC(O-30:0)/LPC(30:0),Lysophosphatidylcholine (30:0); Phosphatidylcholine (O-30:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCC)=O)COCCCCCCCCCCCCCCC,612.03449999999998
SEC14L6,PC(O-32:0),Phosphatidylcholine (O-32:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCC)=O)COCCCCCCCCCCCCCCCCCCCC,635.24300000000005
SEC14L6,PC(O-32:1),Phosphatidylcholine (O-32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COCCCCCCCCCCCCCC,637.16800000000001
SEC14L6,PC(O-34:1),Phosphatidylcholine (O-34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,663.83750000000009
SEC14L6,PC(O-34:2),Phosphatidylcholine (O-34:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)CO/C=C\CCCCCCCCCCCCCCCCCC,662.19849999999997
SEC14L6,PE(34:1),Phosphatidylethanolamine (34:1) => (18:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,630.95049999999992
STARD10,PC(30:1),Phosphatidylcholine (30:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCC)=O,616.66700000000003
STARD10,PC(32:1),Phosphatidylcholine (32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O,643.58166666666659
STARD10,PC(32:2),Phosphatidylcholine (32:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,641.53949999999998
STARD10,PC(33:2),Phosphatidylcholine (33:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,656.43899999999996
STARD10,PC(34:1),Phosphatidylcholine (34:1) => (18:1/16:0),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,671.3506666666666
STARD10,PC(34:2),Phosphatidylcholine (34:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,669.47500000000002
STARD10,PC(34:3),Phosphatidylcholine (34:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,668.81500000000005
STARD10,PC(35:2),Phosphatidylcholine (35:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,679.93600000000004
STARD10,PC(36:2),Phosphatidylcholine (36:2) => (18:1/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,695.971
STARD10,PC(36:2),Phosphatidylcholine (36:2) => (18:1/18:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCCCCCC/C=C\CCCCCCCC)=O,694.7
STARD10,PC(36:3),Phosphatidylcholine (36:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O,697.57799999999997
STARD10,PC(36:3),Phosphatidylcholine (36:3),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\C/C=C\C/C=C\CC)=O)COC(CCCCCCCCCCCCCCCCC)=O,695.18499999999995
STARD10,PC(36:4),Phosphatidylcholine (36:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,692.75933333333342
STARD10,PC(38:2),Phosphatidylcholine (38:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCC)=O,724.13400000000001
STARD10,PC(38:4),Phosphatidylcholine (38:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O,720.71749999999997
STARD10,PC(38:5),Phosphatidylcholine (38:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O,719.52
STARD10,PC(38:6),Phosphatidylcholine (38:6),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\CCCCC)=O,718.63099999999997
STARD10,PC(38:7),Phosphatidylcholine (38:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O,714.69799999999998
STARD10,PC(40:7),Phosphatidylcholine (40:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O,744.16800000000001
STARD10,PC(O-32:1),Phosphatidylcholine (O-32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COCCCCCCCCCCCCCCCC,636.32399999999996
STARD10,PC(O-34:1),Phosphatidylcholine (O-34:1),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)([O-])OCC[N+](C)(C)C)COCCCCCCCCCCCCCCCC,663.97299999999996
STARD10,PC(O-34:2),Phosphatidylcholine (O-34:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)CO/C=C\CCCCCCCCCCCCCC,662.04200000000003
STARD10,PC(O-36:2),Phosphatidylcholine (O-36:2),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCCCCCCCCCC)=O)CO/C=C\CCCCCC/C=C\CCCCCCCC,691.21333333333348
STARD10,PC(O-36:4)/LPC(36:4),Phosphatidylcholine (O-36:4); Lysophosphatidylcholine (36:4),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)=O)COCCCCCCCCCCCCCCCCCC,687.9766666666668
STARD10,PC(O-38:5)/LPC(38:5),Lysophosphatidylcholine (38:5); Phosphatidylcholine (O-38:5),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)=O)COCCCCCCCCCCCCCCCC,717.46350000000007
STARD10,PC(O-40:7),Phosphatidylcholine (O-40:7),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCCCC,738.92149999999992
STARD10,PE(28:1),Phosphatidylethanolamine (28:1) => (16:1/12:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O,549.31899999999996
STARD10,PE(30:1),Phosphatidylethanolamine (30:1) => (14:0/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,575.17283333333341
STARD10,PE(30:1),Phosphatidylethanolamine (30:1) => (16:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,575.17283333333341
STARD10,PE(30:2),Phosphatidylethanolamine (30:2) => (16:1/14:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,574.63040000000001
STARD10,PE(30:2),Phosphatidylethanolamine (30:2) => (14:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,574.63040000000001
STARD10,PE(31:1),Phosphatidylethanolamine (31:1) => (14:0/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
STARD10,PE(31:1),Phosphatidylethanolamine (31:1) => (17:1/14:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCCCCCCCC)=O,589.96042857142857
STARD10,PE(32:1),Phosphatidylethanolamine (32:1) => (16:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,603.38739999999996
STARD10,PE(32:2),Phosphatidylethanolamine (32:2) => (16:1/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,602.12933333333331
STARD10,PE(33:1),Phosphatidylethanolamine (33:1) => (16:0/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
STARD10,PE(33:1),Phosphatidylethanolamine (33:1) => (17:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,616.69199999999989
STARD10,PE(33:2),Phosphatidylethanolamine (33:2) => (16:1/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,615.44333333333327
STARD10,PE(34:1),Phosphatidylethanolamine (34:1) => (16:0/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,631.42849999999999
STARD10,PE(34:1),Phosphatidylethanolamine (34:1) => (18:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,630.95049999999992
STARD10,PE(34:2),Phosphatidylethanolamine (34:2) => (16:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O,628.649
STARD10,PE(34:3),Phosphatidylethanolamine (34:3) => (18:2/16:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,627.18550000000005
STARD10,PE(34:3),Phosphatidylethanolamine (34:3) => (16:1/18:2),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,627.18550000000005
STARD10,PE(35:1),Phosphatidylethanolamine (35:1) => (16:0/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,643.56475
STARD10,PE(35:1),Phosphatidylethanolamine (35:1) => (19:1/16:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,643.56475
STARD10,PE(35:2),Phosphatidylethanolamine (35:2) => (18:1/17:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O,642.4668333333334
STARD10,PE(35:2),Phosphatidylethanolamine (35:2) => (17:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,641.68700000000001
STARD10,PE(36:1),Phosphatidylethanolamine (36:1) => (18:1/18:0),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCCCCCCCCCCCC)=O,656.53150000000005
STARD10,PE(36:2),Phosphatidylethanolamine (36:2) => (18:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.18366666666668
STARD10,PE(36:3),Phosphatidylethanolamine (36:3) => (18:2/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O,652.46199999999999
STARD10,PE(36:3),Phosphatidylethanolamine (36:3) => (18:1/18:2),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,655.01649999999995
STARD10,PE(37:2),Phosphatidylethanolamine (37:2) => (18:1/19:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,669.21775000000002
STARD10,PE(37:2),Phosphatidylethanolamine (37:2) => (19:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O,669.399
STARD10,PE(38:2),Phosphatidylethanolamine (38:2) => (20:1/18:1),[C@](COP(=O)(O)OCCN)([H])(OC(CCCCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O,683.67700000000002
STARD10,PE(O-38:6),Phosphatidylethanolamine (O-38:6),[C@](COP(=O)(O)OCCN)([H])(OC(CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCCCCCCCCCCCC,668.84400000000005
STARD10,PE(O-40:8),Phosphatidylethanolamine (O-40:8),[C@](COP(=O)(O)OCCN)([H])(OC(CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)=O)CO/C=C\CCCCCC/C=C\CCCCCCCC,697.11400000000003
STARD10,PG(30:1),Phosphatidylglycerol (30:1) => (14:0/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,592.44740000000002
STARD10,PG(30:1),Phosphatidylglycerol (30:1) => (16:1/14:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O)(=O)O,590.92875000000004
STARD10,PG(30:2),Phosphatidylglycerol (30:2) => (16:1/14:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,590.45266666666669
STARD10,PG(32:1),Phosphatidylglycerol (32:1) => (16:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,617.43529999999987
STARD10,PG(32:2),Phosphatidylglycerol (32:2) => (16:1/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCC)=O)(=O)O,616.31799999999998
STARD10,PG(32:2),Phosphatidylglycerol (32:2) => (16:2/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,617.55050000000006
STARD10,PG(33:1),Phosphatidylglycerol (33:1) => (16:0/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
STARD10,PG(33:1),Phosphatidylglycerol (33:1) => (17:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,632.45653846153857
STARD10,PG(33:2),Phosphatidylglycerol (33:2) => (16:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCC)=O)(=O)O,630.73900000000003
STARD10,PG(34:1),Phosphatidylglycerol (34:1) =>(16:0/18:1),[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COC(CCCCCCCCCCCCCCC)=O,646.4357500000001
STARD10,PG(34:1),Phosphatidylglycerol (34:1) => (18:1/16:0),[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COC(CCCCCCCCCCCCCCC)=O,646.4357500000001
STARD10,PG(34:2),Phosphatidylglycerol (34:2) => (16:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,644.55500000000006
STARD10,PG(34:2),Phosphatidylglycerol (34:2) => (18:2/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,641.274
STARD10,PG(34:3),Phosphatidylglycerol (34:3) => (18:2/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCC/C=C\C/C=C\CCCCC)=O)(=O)O,644.08899999999994
STARD10,PG(35:1),Phosphatidylglycerol (35:1) => (16:0/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O)(=O)O,658.93549999999993
STARD10,PG(35:1),Phosphatidylglycerol (35:1) => (19:1/16:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,658.82133333333331
STARD10,PG(35:2),Phosphatidylglycerol (35:2) => (18:1/17:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCC)=O)(=O)O,658.05200000000013
STARD10,PG(36:1),Phosphatidylglycerol (36:1) => (18:1/18:0),[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)(COP(=O)(O)OC[C@@]([H])(O)CO)COC(CCCCCCCCCCCCCCCCC)=O,672.89499999999998
STARD10,PG(36:2),Phosphatidylglycerol (36:2) => (18:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCC/C=C\CCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCC)=O)(=O)O,671.54100000000005
STARD10,PG(36:3),Phosphatidylglycerol (36:3) => (18:2/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCC)=O)(=O)O,670.36733333333325
STARD10,PG(37:2),Phosphatidylglycerol (37:2) => (18:1/19:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,684.35374999999999
STARD10,PG(37:2),Phosphatidylglycerol (37:2) => (19:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCCCCCC)=O)(=O)O,684.35374999999999
STARD10,PG(38:2),Phosphatidylglycerol (38:2) => (20:1/18:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCC/C=C\CCCCCCCC)=O)(=O)O,699.02599999999995
STARD10,PG/BMP(28:1),Phosphatidylglycerol (28:1);Bismonoacylglycerolphosphate (28:1) => (16:1/12:0),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,565.601
STARD10,PG/BMP(32:1),Phosphatidylglycerol (32:1);Bismonoacylglycerolphosphate (32:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\CCCCC)=O)COC(CCCCCCCCCCCCCCCC)=O)(=O)O,617.55399999999997
STARD10,PG/BMP(32:2),Bismonoacylglycerolphosphate (32:2);Phosphatidylglycerol (32:2),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCC/C=C\C/C=C\CCCC)=O)COC(CCCCCCCCCCCCCC)=O)(=O)O,616.31799999999998
STARD10,PG/BMP(32:3),Phosphatidylglycerol (32:3);Bismonoacylglycerolphosphate (32:3) => (16:2/16:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCC/C=C\C/C=C\C/C=C\CCCCC)=O)COC(CCCCCCCCCCC)=O)(=O)O,617.34100000000001
STARD10,PG/BMP(34:1),Phosphatidylglycerol (34:1);Bismonoacylglycerolphosphate (34:1),[H][C@](O)(CO)COP(OC[C@]([H])(OC(CCCCCCCCCCCCCCCCCC)=O)COC(CCCCCCC/C=C\CCCCC)=O)(=O)O,644.16499999999996
STARD11,Cer(d*32:1),Ceramide (d*32:1),OC[C@]([H])(NC(=O)CCCCCCCCCCCCC)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,474.13599999999997
STARD11,Cer(d*33:1),Ceramide (d*33:1),[C@](CO)([H])(NC(CCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,489.209
STARD11,Cer(d*34:1),Ceramide (d*34:1),[C@](CO)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,502.3075
STARD11,Cer(d*34:2),Ceramide (d*34:2),[C@](CO)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC,501.17099999999999
STARD11,Cer(d32:1),Ceramide (d32:1) => (d18:1/14:0),OC[C@]([H])(NC(=O)CCCCCCCCCCCCC)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,474.13599999999997
STARD11,Cer(d33:1),Ceramide (d33:1) => (d17:1/16:0),[C@](CO)([H])(NC(CCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,489.209
STARD11,Cer(d34:1),Ceramide (d34:1) => (d18:1/16:0),[C@](CO)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCCCC,502.3075
STARD11,Cer(d34:2),Ceramide (d34:2) => (d18:2/16:0),[C@](CO)([H])(NC(CCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCC/C=C\CCC,501.17099999999999
STARD11,Cer(d36:1),Ceramide (d36:1) => (d18:1/18:0),[C@](CO)([H])(NC(CCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)/C=C/CCCCCCCCCCC,529.27599999999995
STARD11,Cer(DH46:0-OH)/Cer(t46:0),Ceramide (t46:0); Ceramide (DH46:0-OH),[C@](CO)([H])(NC(C(O)CCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCCCC,645.47749999999996
STARD11,Cer(DH46:0),Ceramide (DH46:0) => (DH22:0/24:0),[C@](CO)([H])(NC(C(O)CCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCCCC,645.47749999999996
STARD11,Cer(DH48:0-OH)/Cer(t48:0),Ceramide (t48:0); Ceramide (DH48:0-OH),[C@](CO)([H])(NC(CCCCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCCCC,664.94500000000005
STARD11,Cer(DH48:0),Ceramide (DH48:0) => (DH24:0/24:0),[C@](CO)([H])(NC(C(O)CCCCCCCCCCCCCCCCCCCCCCCC)=O)[C@]([H])(O)CCCCCCCCCCCCCCCCC,672.67499999999995
STARD11,Cer(t48:0),Ceramide (t48:0) => (t22:0/26:0),OC[C@]([H])(NC(=O)CCCCCCCCCCCCCCCCCCCCCCCCCCCCC)[C@]([H])(O)[C@H](O)CCCCCCCCCCCCCC,697.51800000000003
STARD11,PC(32:1),Phosphatidylcholine (32:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCCCC/C=C\CCCCCC)=O)COC(CCCCCCCCCCCCC)=O,643.58166666666659
STARD11,PC(34:1),Phosphatidylcholine (34:1),[C@](COP(=O)([O-])OCC[N+](C)(C)C)([H])(OC(CCCCCCC/C=C\CCCCCCCC)=O)COC(CCCCCCCCCCCCCCC)=O,671.15533333333326
STARD11,TAG(46:3),Triacylglycerol (46:3) => (16:1/16:1/14:1),C(OC(=O)CCCCCCCC/C=C\C/C=C\C/C=C\CCCCC)[C@]([H])(OC(CCCCCCCCCCC)=O)COC(CCCCCCCCCCC)=O,713.91200000000003
